id,target
malawi-cyclone_00000000_X_destroyed,0
malawi-cyclone_00000000_X_major_damage,0
malawi-cyclone_00000000_X_minor_damage,0
malawi-cyclone_00000000_X_no_damage,0
malawi-cyclone_00000001_X_destroyed,0
malawi-cyclone_00000001_X_major_damage,0
malawi-cyclone_00000001_X_minor_damage,0
malawi-cyclone_00000001_X_no_damage,0
malawi-cyclone_00000002_X_destroyed,0
malawi-cyclone_00000002_X_major_damage,0
malawi-cyclone_00000002_X_minor_damage,0
malawi-cyclone_00000002_X_no_damage,0
malawi-cyclone_00000003_X_destroyed,0
malawi-cyclone_00000003_X_major_damage,0
malawi-cyclone_00000003_X_minor_damage,0
malawi-cyclone_00000003_X_no_damage,0
malawi-cyclone_00000004_X_destroyed,0
malawi-cyclone_00000004_X_major_damage,0
malawi-cyclone_00000004_X_minor_damage,0
malawi-cyclone_00000004_X_no_damage,0
malawi-cyclone_00000005_X_destroyed,0
malawi-cyclone_00000005_X_major_damage,0
malawi-cyclone_00000005_X_minor_damage,0
malawi-cyclone_00000005_X_no_damage,0
malawi-cyclone_00000006_X_destroyed,0
malawi-cyclone_00000006_X_major_damage,0
malawi-cyclone_00000006_X_minor_damage,0
malawi-cyclone_00000006_X_no_damage,0
malawi-cyclone_00000007_X_destroyed,0
malawi-cyclone_00000007_X_major_damage,0
malawi-cyclone_00000007_X_minor_damage,0
malawi-cyclone_00000007_X_no_damage,0
malawi-cyclone_00000008_X_destroyed,0
malawi-cyclone_00000008_X_major_damage,0
malawi-cyclone_00000008_X_minor_damage,0
malawi-cyclone_00000008_X_no_damage,0
malawi-cyclone_00000009_X_destroyed,0
malawi-cyclone_00000009_X_major_damage,0
malawi-cyclone_00000009_X_minor_damage,0
malawi-cyclone_00000009_X_no_damage,0
malawi-cyclone_00000010_X_destroyed,0
malawi-cyclone_00000010_X_major_damage,0
malawi-cyclone_00000010_X_minor_damage,0
malawi-cyclone_00000010_X_no_damage,0
malawi-cyclone_00000011_X_destroyed,0
malawi-cyclone_00000011_X_major_damage,0
malawi-cyclone_00000011_X_minor_damage,0
malawi-cyclone_00000011_X_no_damage,0
malawi-cyclone_00000012_X_destroyed,0
malawi-cyclone_00000012_X_major_damage,0
malawi-cyclone_00000012_X_minor_damage,0
malawi-cyclone_00000012_X_no_damage,0
malawi-cyclone_00000013_X_destroyed,0
malawi-cyclone_00000013_X_major_damage,0
malawi-cyclone_00000013_X_minor_damage,0
malawi-cyclone_00000013_X_no_damage,0
malawi-cyclone_00000014_X_destroyed,0
malawi-cyclone_00000014_X_major_damage,0
malawi-cyclone_00000014_X_minor_damage,0
malawi-cyclone_00000014_X_no_damage,0
malawi-cyclone_00000015_X_destroyed,0
malawi-cyclone_00000015_X_major_damage,0
malawi-cyclone_00000015_X_minor_damage,0
malawi-cyclone_00000015_X_no_damage,0
malawi-cyclone_00000016_X_destroyed,0
malawi-cyclone_00000016_X_major_damage,0
malawi-cyclone_00000016_X_minor_damage,0
malawi-cyclone_00000016_X_no_damage,0
malawi-cyclone_00000017_X_destroyed,0
malawi-cyclone_00000017_X_major_damage,0
malawi-cyclone_00000017_X_minor_damage,0
malawi-cyclone_00000017_X_no_damage,0
malawi-cyclone_00000018_X_destroyed,0
malawi-cyclone_00000018_X_major_damage,0
malawi-cyclone_00000018_X_minor_damage,0
malawi-cyclone_00000018_X_no_damage,0
malawi-cyclone_00000019_X_destroyed,0
malawi-cyclone_00000019_X_major_damage,0
malawi-cyclone_00000019_X_minor_damage,0
malawi-cyclone_00000019_X_no_damage,0
malawi-cyclone_00000020_X_destroyed,0
malawi-cyclone_00000020_X_major_damage,0
malawi-cyclone_00000020_X_minor_damage,0
malawi-cyclone_00000020_X_no_damage,0
malawi-cyclone_00000021_X_destroyed,0
malawi-cyclone_00000021_X_major_damage,0
malawi-cyclone_00000021_X_minor_damage,0
malawi-cyclone_00000021_X_no_damage,0
malawi-cyclone_00000022_X_destroyed,0
malawi-cyclone_00000022_X_major_damage,0
malawi-cyclone_00000022_X_minor_damage,0
malawi-cyclone_00000022_X_no_damage,0
malawi-cyclone_00000023_X_destroyed,0
malawi-cyclone_00000023_X_major_damage,0
malawi-cyclone_00000023_X_minor_damage,0
malawi-cyclone_00000023_X_no_damage,0
malawi-cyclone_00000024_X_destroyed,0
malawi-cyclone_00000024_X_major_damage,0
malawi-cyclone_00000024_X_minor_damage,0
malawi-cyclone_00000024_X_no_damage,0
malawi-cyclone_00000025_X_destroyed,0
malawi-cyclone_00000025_X_major_damage,0
malawi-cyclone_00000025_X_minor_damage,0
malawi-cyclone_00000025_X_no_damage,0
malawi-cyclone_00000026_X_destroyed,0
malawi-cyclone_00000026_X_major_damage,0
malawi-cyclone_00000026_X_minor_damage,0
malawi-cyclone_00000026_X_no_damage,0
malawi-cyclone_00000027_X_destroyed,0
malawi-cyclone_00000027_X_major_damage,0
malawi-cyclone_00000027_X_minor_damage,0
malawi-cyclone_00000027_X_no_damage,0
malawi-cyclone_00000028_X_destroyed,0
malawi-cyclone_00000028_X_major_damage,0
malawi-cyclone_00000028_X_minor_damage,0
malawi-cyclone_00000028_X_no_damage,0
malawi-cyclone_00000029_X_destroyed,0
malawi-cyclone_00000029_X_major_damage,0
malawi-cyclone_00000029_X_minor_damage,0
malawi-cyclone_00000029_X_no_damage,0
malawi-cyclone_00000030_X_destroyed,0
malawi-cyclone_00000030_X_major_damage,0
malawi-cyclone_00000030_X_minor_damage,0
malawi-cyclone_00000030_X_no_damage,0
malawi-cyclone_00000031_X_destroyed,0
malawi-cyclone_00000031_X_major_damage,0
malawi-cyclone_00000031_X_minor_damage,0
malawi-cyclone_00000031_X_no_damage,0
malawi-cyclone_00000032_X_destroyed,0
malawi-cyclone_00000032_X_major_damage,0
malawi-cyclone_00000032_X_minor_damage,0
malawi-cyclone_00000032_X_no_damage,0
malawi-cyclone_00000033_X_destroyed,0
malawi-cyclone_00000033_X_major_damage,0
malawi-cyclone_00000033_X_minor_damage,0
malawi-cyclone_00000033_X_no_damage,0
malawi-cyclone_00000034_X_destroyed,0
malawi-cyclone_00000034_X_major_damage,0
malawi-cyclone_00000034_X_minor_damage,0
malawi-cyclone_00000034_X_no_damage,0
malawi-cyclone_00000035_X_destroyed,0
malawi-cyclone_00000035_X_major_damage,0
malawi-cyclone_00000035_X_minor_damage,0
malawi-cyclone_00000035_X_no_damage,0
malawi-cyclone_00000036_X_destroyed,0
malawi-cyclone_00000036_X_major_damage,0
malawi-cyclone_00000036_X_minor_damage,0
malawi-cyclone_00000036_X_no_damage,0
malawi-cyclone_00000037_X_destroyed,0
malawi-cyclone_00000037_X_major_damage,0
malawi-cyclone_00000037_X_minor_damage,0
malawi-cyclone_00000037_X_no_damage,0
malawi-cyclone_00000038_X_destroyed,0
malawi-cyclone_00000038_X_major_damage,0
malawi-cyclone_00000038_X_minor_damage,0
malawi-cyclone_00000038_X_no_damage,0
malawi-cyclone_00000039_X_destroyed,0
malawi-cyclone_00000039_X_major_damage,0
malawi-cyclone_00000039_X_minor_damage,0
malawi-cyclone_00000039_X_no_damage,0
malawi-cyclone_00000040_X_destroyed,0
malawi-cyclone_00000040_X_major_damage,0
malawi-cyclone_00000040_X_minor_damage,0
malawi-cyclone_00000040_X_no_damage,0
malawi-cyclone_00000041_X_destroyed,0
malawi-cyclone_00000041_X_major_damage,0
malawi-cyclone_00000041_X_minor_damage,0
malawi-cyclone_00000041_X_no_damage,0
malawi-cyclone_00000042_X_destroyed,0
malawi-cyclone_00000042_X_major_damage,0
malawi-cyclone_00000042_X_minor_damage,0
malawi-cyclone_00000042_X_no_damage,0
malawi-cyclone_00000043_X_destroyed,0
malawi-cyclone_00000043_X_major_damage,0
malawi-cyclone_00000043_X_minor_damage,0
malawi-cyclone_00000043_X_no_damage,0
malawi-cyclone_00000044_X_destroyed,0
malawi-cyclone_00000044_X_major_damage,0
malawi-cyclone_00000044_X_minor_damage,0
malawi-cyclone_00000044_X_no_damage,0
malawi-cyclone_00000045_X_destroyed,0
malawi-cyclone_00000045_X_major_damage,0
malawi-cyclone_00000045_X_minor_damage,0
malawi-cyclone_00000045_X_no_damage,0
malawi-cyclone_00000046_X_destroyed,0
malawi-cyclone_00000046_X_major_damage,0
malawi-cyclone_00000046_X_minor_damage,0
malawi-cyclone_00000046_X_no_damage,0
malawi-cyclone_00000047_X_destroyed,0
malawi-cyclone_00000047_X_major_damage,0
malawi-cyclone_00000047_X_minor_damage,0
malawi-cyclone_00000047_X_no_damage,0
malawi-cyclone_00000048_X_destroyed,0
malawi-cyclone_00000048_X_major_damage,0
malawi-cyclone_00000048_X_minor_damage,0
malawi-cyclone_00000048_X_no_damage,0
malawi-cyclone_00000049_X_destroyed,0
malawi-cyclone_00000049_X_major_damage,0
malawi-cyclone_00000049_X_minor_damage,0
malawi-cyclone_00000049_X_no_damage,0
malawi-cyclone_00000050_X_destroyed,0
malawi-cyclone_00000050_X_major_damage,0
malawi-cyclone_00000050_X_minor_damage,0
malawi-cyclone_00000050_X_no_damage,0
malawi-cyclone_00000051_X_destroyed,0
malawi-cyclone_00000051_X_major_damage,0
malawi-cyclone_00000051_X_minor_damage,0
malawi-cyclone_00000051_X_no_damage,0
malawi-cyclone_00000052_X_destroyed,0
malawi-cyclone_00000052_X_major_damage,0
malawi-cyclone_00000052_X_minor_damage,0
malawi-cyclone_00000052_X_no_damage,0
malawi-cyclone_00000053_X_destroyed,0
malawi-cyclone_00000053_X_major_damage,0
malawi-cyclone_00000053_X_minor_damage,0
malawi-cyclone_00000053_X_no_damage,0
malawi-cyclone_00000054_X_destroyed,0
malawi-cyclone_00000054_X_major_damage,0
malawi-cyclone_00000054_X_minor_damage,0
malawi-cyclone_00000054_X_no_damage,0
malawi-cyclone_00000055_X_destroyed,0
malawi-cyclone_00000055_X_major_damage,0
malawi-cyclone_00000055_X_minor_damage,0
malawi-cyclone_00000055_X_no_damage,0
malawi-cyclone_00000056_X_destroyed,0
malawi-cyclone_00000056_X_major_damage,0
malawi-cyclone_00000056_X_minor_damage,0
malawi-cyclone_00000056_X_no_damage,0
malawi-cyclone_00000057_X_destroyed,0
malawi-cyclone_00000057_X_major_damage,0
malawi-cyclone_00000057_X_minor_damage,0
malawi-cyclone_00000057_X_no_damage,0
malawi-cyclone_00000058_X_destroyed,0
malawi-cyclone_00000058_X_major_damage,0
malawi-cyclone_00000058_X_minor_damage,0
malawi-cyclone_00000058_X_no_damage,0
malawi-cyclone_00000059_X_destroyed,0
malawi-cyclone_00000059_X_major_damage,0
malawi-cyclone_00000059_X_minor_damage,0
malawi-cyclone_00000059_X_no_damage,0
malawi-cyclone_00000060_X_destroyed,0
malawi-cyclone_00000060_X_major_damage,0
malawi-cyclone_00000060_X_minor_damage,0
malawi-cyclone_00000060_X_no_damage,0
malawi-cyclone_00000061_X_destroyed,0
malawi-cyclone_00000061_X_major_damage,0
malawi-cyclone_00000061_X_minor_damage,0
malawi-cyclone_00000061_X_no_damage,0
malawi-cyclone_00000062_X_destroyed,0
malawi-cyclone_00000062_X_major_damage,0
malawi-cyclone_00000062_X_minor_damage,0
malawi-cyclone_00000062_X_no_damage,0
malawi-cyclone_00000063_X_destroyed,0
malawi-cyclone_00000063_X_major_damage,0
malawi-cyclone_00000063_X_minor_damage,0
malawi-cyclone_00000063_X_no_damage,0
malawi-cyclone_00000064_X_destroyed,0
malawi-cyclone_00000064_X_major_damage,0
malawi-cyclone_00000064_X_minor_damage,0
malawi-cyclone_00000064_X_no_damage,0
malawi-cyclone_00000065_X_destroyed,0
malawi-cyclone_00000065_X_major_damage,0
malawi-cyclone_00000065_X_minor_damage,0
malawi-cyclone_00000065_X_no_damage,0
malawi-cyclone_00000066_X_destroyed,0
malawi-cyclone_00000066_X_major_damage,0
malawi-cyclone_00000066_X_minor_damage,0
malawi-cyclone_00000066_X_no_damage,0
malawi-cyclone_00000067_X_destroyed,0
malawi-cyclone_00000067_X_major_damage,0
malawi-cyclone_00000067_X_minor_damage,0
malawi-cyclone_00000067_X_no_damage,0
malawi-cyclone_00000068_X_destroyed,0
malawi-cyclone_00000068_X_major_damage,0
malawi-cyclone_00000068_X_minor_damage,0
malawi-cyclone_00000068_X_no_damage,0
malawi-cyclone_00000069_X_destroyed,0
malawi-cyclone_00000069_X_major_damage,0
malawi-cyclone_00000069_X_minor_damage,0
malawi-cyclone_00000069_X_no_damage,0
malawi-cyclone_00000070_X_destroyed,0
malawi-cyclone_00000070_X_major_damage,0
malawi-cyclone_00000070_X_minor_damage,0
malawi-cyclone_00000070_X_no_damage,0
malawi-cyclone_00000071_X_destroyed,0
malawi-cyclone_00000071_X_major_damage,0
malawi-cyclone_00000071_X_minor_damage,0
malawi-cyclone_00000071_X_no_damage,0
malawi-cyclone_00000072_X_destroyed,0
malawi-cyclone_00000072_X_major_damage,0
malawi-cyclone_00000072_X_minor_damage,0
malawi-cyclone_00000072_X_no_damage,0
malawi-cyclone_00000073_X_destroyed,0
malawi-cyclone_00000073_X_major_damage,0
malawi-cyclone_00000073_X_minor_damage,0
malawi-cyclone_00000073_X_no_damage,0
malawi-cyclone_00000074_X_destroyed,0
malawi-cyclone_00000074_X_major_damage,0
malawi-cyclone_00000074_X_minor_damage,0
malawi-cyclone_00000074_X_no_damage,0
malawi-cyclone_00000075_X_destroyed,0
malawi-cyclone_00000075_X_major_damage,0
malawi-cyclone_00000075_X_minor_damage,0
malawi-cyclone_00000075_X_no_damage,0
malawi-cyclone_00000076_X_destroyed,0
malawi-cyclone_00000076_X_major_damage,0
malawi-cyclone_00000076_X_minor_damage,0
malawi-cyclone_00000076_X_no_damage,0
malawi-cyclone_00000077_X_destroyed,0
malawi-cyclone_00000077_X_major_damage,0
malawi-cyclone_00000077_X_minor_damage,0
malawi-cyclone_00000077_X_no_damage,0
malawi-cyclone_00000078_X_destroyed,0
malawi-cyclone_00000078_X_major_damage,0
malawi-cyclone_00000078_X_minor_damage,0
malawi-cyclone_00000078_X_no_damage,0
malawi-cyclone_00000079_X_destroyed,0
malawi-cyclone_00000079_X_major_damage,0
malawi-cyclone_00000079_X_minor_damage,0
malawi-cyclone_00000079_X_no_damage,0
malawi-cyclone_00000080_X_destroyed,0
malawi-cyclone_00000080_X_major_damage,0
malawi-cyclone_00000080_X_minor_damage,0
malawi-cyclone_00000080_X_no_damage,0
malawi-cyclone_00000081_X_destroyed,0
malawi-cyclone_00000081_X_major_damage,0
malawi-cyclone_00000081_X_minor_damage,0
malawi-cyclone_00000081_X_no_damage,0
malawi-cyclone_00000082_X_destroyed,0
malawi-cyclone_00000082_X_major_damage,0
malawi-cyclone_00000082_X_minor_damage,0
malawi-cyclone_00000082_X_no_damage,0
malawi-cyclone_00000083_X_destroyed,0
malawi-cyclone_00000083_X_major_damage,0
malawi-cyclone_00000083_X_minor_damage,0
malawi-cyclone_00000083_X_no_damage,0
malawi-cyclone_00000084_X_destroyed,0
malawi-cyclone_00000084_X_major_damage,0
malawi-cyclone_00000084_X_minor_damage,0
malawi-cyclone_00000084_X_no_damage,0
malawi-cyclone_00000085_X_destroyed,0
malawi-cyclone_00000085_X_major_damage,0
malawi-cyclone_00000085_X_minor_damage,0
malawi-cyclone_00000085_X_no_damage,0
malawi-cyclone_00000086_X_destroyed,0
malawi-cyclone_00000086_X_major_damage,0
malawi-cyclone_00000086_X_minor_damage,0
malawi-cyclone_00000086_X_no_damage,0
malawi-cyclone_00000087_X_destroyed,0
malawi-cyclone_00000087_X_major_damage,0
malawi-cyclone_00000087_X_minor_damage,0
malawi-cyclone_00000087_X_no_damage,0
malawi-cyclone_00000088_X_destroyed,0
malawi-cyclone_00000088_X_major_damage,0
malawi-cyclone_00000088_X_minor_damage,0
malawi-cyclone_00000088_X_no_damage,0
malawi-cyclone_00000089_X_destroyed,0
malawi-cyclone_00000089_X_major_damage,0
malawi-cyclone_00000089_X_minor_damage,0
malawi-cyclone_00000089_X_no_damage,0
malawi-cyclone_00000090_X_destroyed,0
malawi-cyclone_00000090_X_major_damage,0
malawi-cyclone_00000090_X_minor_damage,0
malawi-cyclone_00000090_X_no_damage,0
malawi-cyclone_00000091_X_destroyed,0
malawi-cyclone_00000091_X_major_damage,0
malawi-cyclone_00000091_X_minor_damage,0
malawi-cyclone_00000091_X_no_damage,0
malawi-cyclone_00000092_X_destroyed,0
malawi-cyclone_00000092_X_major_damage,0
malawi-cyclone_00000092_X_minor_damage,0
malawi-cyclone_00000092_X_no_damage,0
malawi-cyclone_00000093_X_destroyed,0
malawi-cyclone_00000093_X_major_damage,0
malawi-cyclone_00000093_X_minor_damage,0
malawi-cyclone_00000093_X_no_damage,0
malawi-cyclone_00000094_X_destroyed,0
malawi-cyclone_00000094_X_major_damage,0
malawi-cyclone_00000094_X_minor_damage,0
malawi-cyclone_00000094_X_no_damage,0
malawi-cyclone_00000095_X_destroyed,0
malawi-cyclone_00000095_X_major_damage,0
malawi-cyclone_00000095_X_minor_damage,0
malawi-cyclone_00000095_X_no_damage,0
malawi-cyclone_00000096_X_destroyed,0
malawi-cyclone_00000096_X_major_damage,0
malawi-cyclone_00000096_X_minor_damage,0
malawi-cyclone_00000096_X_no_damage,0
malawi-cyclone_00000097_X_destroyed,0
malawi-cyclone_00000097_X_major_damage,0
malawi-cyclone_00000097_X_minor_damage,0
malawi-cyclone_00000097_X_no_damage,0
malawi-cyclone_00000098_X_destroyed,0
malawi-cyclone_00000098_X_major_damage,0
malawi-cyclone_00000098_X_minor_damage,0
malawi-cyclone_00000098_X_no_damage,0
malawi-cyclone_00000099_X_destroyed,0
malawi-cyclone_00000099_X_major_damage,0
malawi-cyclone_00000099_X_minor_damage,0
malawi-cyclone_00000099_X_no_damage,0
malawi-cyclone_00000100_X_destroyed,0
malawi-cyclone_00000100_X_major_damage,0
malawi-cyclone_00000100_X_minor_damage,0
malawi-cyclone_00000100_X_no_damage,0
malawi-cyclone_00000101_X_destroyed,0
malawi-cyclone_00000101_X_major_damage,0
malawi-cyclone_00000101_X_minor_damage,0
malawi-cyclone_00000101_X_no_damage,0
malawi-cyclone_00000102_X_destroyed,0
malawi-cyclone_00000102_X_major_damage,0
malawi-cyclone_00000102_X_minor_damage,0
malawi-cyclone_00000102_X_no_damage,0
malawi-cyclone_00000103_X_destroyed,0
malawi-cyclone_00000103_X_major_damage,0
malawi-cyclone_00000103_X_minor_damage,0
malawi-cyclone_00000103_X_no_damage,0
malawi-cyclone_00000104_X_destroyed,0
malawi-cyclone_00000104_X_major_damage,0
malawi-cyclone_00000104_X_minor_damage,0
malawi-cyclone_00000104_X_no_damage,0
malawi-cyclone_00000105_X_destroyed,0
malawi-cyclone_00000105_X_major_damage,0
malawi-cyclone_00000105_X_minor_damage,0
malawi-cyclone_00000105_X_no_damage,0
malawi-cyclone_00000106_X_destroyed,0
malawi-cyclone_00000106_X_major_damage,0
malawi-cyclone_00000106_X_minor_damage,0
malawi-cyclone_00000106_X_no_damage,0
malawi-cyclone_00000107_X_destroyed,0
malawi-cyclone_00000107_X_major_damage,0
malawi-cyclone_00000107_X_minor_damage,0
malawi-cyclone_00000107_X_no_damage,0
malawi-cyclone_00000108_X_destroyed,0
malawi-cyclone_00000108_X_major_damage,0
malawi-cyclone_00000108_X_minor_damage,0
malawi-cyclone_00000108_X_no_damage,0
malawi-cyclone_00000109_X_destroyed,0
malawi-cyclone_00000109_X_major_damage,0
malawi-cyclone_00000109_X_minor_damage,0
malawi-cyclone_00000109_X_no_damage,0
malawi-cyclone_00000110_X_destroyed,0
malawi-cyclone_00000110_X_major_damage,0
malawi-cyclone_00000110_X_minor_damage,0
malawi-cyclone_00000110_X_no_damage,0
malawi-cyclone_00000111_X_destroyed,0
malawi-cyclone_00000111_X_major_damage,0
malawi-cyclone_00000111_X_minor_damage,0
malawi-cyclone_00000111_X_no_damage,0
malawi-cyclone_00000112_X_destroyed,0
malawi-cyclone_00000112_X_major_damage,0
malawi-cyclone_00000112_X_minor_damage,0
malawi-cyclone_00000112_X_no_damage,0
malawi-cyclone_00000113_X_destroyed,0
malawi-cyclone_00000113_X_major_damage,0
malawi-cyclone_00000113_X_minor_damage,0
malawi-cyclone_00000113_X_no_damage,0
malawi-cyclone_00000114_X_destroyed,0
malawi-cyclone_00000114_X_major_damage,0
malawi-cyclone_00000114_X_minor_damage,0
malawi-cyclone_00000114_X_no_damage,0
malawi-cyclone_00000115_X_destroyed,0
malawi-cyclone_00000115_X_major_damage,0
malawi-cyclone_00000115_X_minor_damage,0
